DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230605485,02/05/2023 12:00:00 AM,02/02/2023 12:00:00 AM,600,6,Hollywood,637,1,310,BURGLARY,1822 0325,44,M,W,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,1800    VINE                         ST,,34.1037,-118.3267
230404492,01/15/2023 12:00:00 AM,01/15/2023 12:00:00 AM,1655,4,Hollenbeck,487,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,1100    ORME                         AV,,34.0282,-118.2147
230405561,02/16/2023 12:00:00 AM,02/16/2023 12:00:00 AM,1930,4,Hollenbeck,429,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0913,39,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5300    NAVARRO                      ST,,34.0878,-118.1672
231208169,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,800,12,77th Street,1239,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0913 0552 1259 0448 0408,15,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235.0,,,,5900    DENVER                       AV,,33.9876,-118.2838
230709736,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1725,7,Wilshire,723,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,65,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,8000 W  3RD                          ST,,34.0718,-118.3637
230811382,06/26/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1141,8,West LA,883,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,57,M,W,406,OTHER STORE,,,IC,Invest Cont,440.0,,,,2200 S  SEPULVEDA                    BL,,34.04,-118.4393
231412351,06/14/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1332,14,Pacific,1469,1,310,BURGLARY,2028 0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,310.0,,,,6800    LA TIJERA                    BL,,33.9773,-118.3718
231315990,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,1700,13,Newton,1373,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 1259 1251 0500,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810.0,,,,900 E  56TH                         ST,,33.9916,-118.2593
230119750,09/13/2023 12:00:00 AM,09/12/2023 12:00:00 AM,1630,1,Central,185,1,310,BURGLARY,0344 0321 1607,26,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,1100    MAPLE                        AV,,34.0388,-118.2574
230117647,08/10/2023 12:00:00 AM,07/28/2023 12:00:00 AM,1200,1,Central,112,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1813 1218 0421 0422 0443 1912 2000,37,F,W,702,OFFICE BUILDING/OFFICE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,200 W  TEMPLE                       ST,,34.057,-118.2437
231204146,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,220,12,77th Street,1249,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0444 0216 0359,51,F,B,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 W  63RD                         PL,,33.9819,-118.2838
231405904,02/16/2023 12:00:00 AM,02/15/2023 12:00:00 AM,2100,14,Pacific,1466,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,6900    ARIZONA                      AV,,33.9778,-118.396
231912760,08/13/2023 12:00:00 AM,08/12/2023 12:00:00 AM,2000,19,Mission,1959,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,10100    ARLETA                       AV,,34.254,-118.4387
230114934,06/27/2023 12:00:00 AM,06/27/2023 12:00:00 AM,900,1,Central,195,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,40,F,H,101,STREET,,,IC,Invest Cont,331.0,,,,1500 S  SANTEE                       ST,,34.0331,-118.2599
231309812,04/27/2023 12:00:00 AM,04/18/2023 12:00:00 AM,2148,13,Newton,1307,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,48,M,A,101,STREET,,,IC,Invest Cont,331.0,,,,700    CROCKER                      ST,,34.0401,-118.2459
231706447,03/02/2023 12:00:00 AM,03/01/2023 12:00:00 AM,2100,17,Devonshire,1701,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510.0,,,,11400    PORTER RANCH                 DR,,34.2756,-118.5701
232111868,07/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,2130,21,Topanga,2134,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416,32,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,22200    SHERMAN                      WY,,34.201,-118.6103
231605600,02/20/2023 12:00:00 AM,02/19/2023 12:00:00 AM,2130,16,Foothill,1633,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0602 0561 0913 1202 0408 0416,66,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,10800    FELLOWS                      AV,,34.2673,-118.4015
231111918,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,600,11,Northeast,1117,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,41,M,C,101,STREET,,,IC,Invest Cont,740.0,,,,2200    ADDISON                      WY,,34.1343,-118.2156
230707623,03/26/2023 12:00:00 AM,03/26/2023 12:00:00 AM,125,7,Wilshire,701,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0445,46,M,W,203,OTHER BUSINESS,221.0,GLASS,IC,Invest Cont,230.0,,,,600    LA CIENEGA                   BL,,34.0879,-118.3764
230711317,06/26/2023 12:00:00 AM,06/26/2023 12:00:00 AM,1227,7,Wilshire,758,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1810 0421 1820,23,M,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1200    QUEEN ANNE                   PL,,34.0516,-118.3314
231711868,06/22/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1530,17,Devonshire,1779,2,354,THEFT OF IDENTITY,0931 1822 1202,60,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9200    AQUEDUCT                     AV,,34.2374,-118.474
231815336,08/21/2023 12:00:00 AM,08/21/2023 12:00:00 AM,1300,18,Southeast,1826,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0552 0444 0410 0602 0409,24,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,9300    FIRTH                        BL,,33.952,-118.2476
232010567,05/23/2023 12:00:00 AM,05/01/2023 12:00:00 AM,1110,20,Olympic,2027,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 0344,25,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,3400 W  6TH                          ST,,34.0636,-118.2954
231609208,06/15/2023 12:00:00 AM,06/06/2023 12:00:00 AM,1310,16,Foothill,1663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,12000    ALLEGHENY                    ST,,34.236,-118.3945
231715154,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,1620,17,Devonshire,1753,2,900,VIOLATION OF COURT ORDER,2038 0562 0913 0602,52,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,10000    MASON                        AV,,34.252,-118.5798
230511782,07/31/2023 12:00:00 AM,07/30/2023 12:00:00 AM,2320,5,Harbor,521,1,761,BRANDISH WEAPON,0202 1822 0312 0329 0334 0421 0432 1218 1309 1310,35,M,H,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,761.0,,,,2100 N  GAFFEY                       ST,,33.7639,-118.2934
230217159,09/11/2023 12:00:00 AM,09/09/2023 12:00:00 AM,2300,2,Rampart,218,1,330,BURGLARY FROM VEHICLE,1822 0344,36,M,W,122,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,SUNSET                       BL,LOGAN                        ST,34.0772,-118.2585
231609301,06/19/2023 12:00:00 AM,06/08/2023 12:00:00 AM,1900,16,Foothill,1617,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,10900    SHERMAN GROVE                AV,,34.267,-118.3201
232006034,02/08/2023 12:00:00 AM,02/03/2023 12:00:00 AM,1321,20,Olympic,2022,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,500 S  ST ANDREWS                   PL,,34.0653,-118.3116
231406333,02/26/2023 12:00:00 AM,02/26/2023 12:00:00 AM,2100,14,Pacific,1441,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0342 1218 0429 1822 2033 0416,49,M,H,117,BEACH,308.0,STICK,IC,Invest Cont,230.0,,,,00    WASHINGTON                   BL,,33.9792,-118.4666
231108562,05/02/2023 12:00:00 AM,05/02/2023 12:00:00 AM,1200,11,Northeast,1133,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0603 0361 0334,59,F,W,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,,,,3200    LARGA                        AV,,34.1123,-118.2536
231610965,08/10/2023 12:00:00 AM,08/04/2023 12:00:00 AM,2100,16,Foothill,1684,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,7700    BEN                          AV,,34.2103,-118.3943
231908437,04/25/2023 12:00:00 AM,04/24/2023 12:00:00 AM,500,19,Mission,1963,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0515 0913 1202 1817 0510,75,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,,,,9500    VAN NUYS                     BL,,34.2427,-118.4502
231908097,04/16/2023 12:00:00 AM,04/15/2023 12:00:00 AM,1000,19,Mission,1995,2,625,OTHER ASSAULT,1822 0432,36,M,W,102,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,625.0,,,,STRATHERN                    ST,NATICK                       AV,34.2161,-118.4544
231605050,02/02/2023 12:00:00 AM,02/01/2023 12:00:00 AM,740,16,Foothill,1677,2,354,THEFT OF IDENTITY,1822 1202 0930 0922,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8400    GLENCREST                    DR,,34.2233,-118.3585
231109145,05/19/2023 12:00:00 AM,05/18/2023 12:00:00 AM,2230,11,Northeast,1161,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0355,59,M,O,401,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4900    SANTA MONICA                 BL,,34.0931,-118.2983
230109174,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,1600,1,Central,111,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,28,F,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,ALAMEDA,LOS ANGELES,34.0564,-118.2374
230117070,07/31/2023 12:00:00 AM,07/30/2023 12:00:00 AM,1100,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,55,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 S  MAIN                         ST,,34.0495,-118.2459
230510651,07/03/2023 12:00:00 AM,07/01/2023 12:00:00 AM,300,5,Harbor,521,1,330,BURGLARY FROM VEHICLE,0344 1822 0342 1307,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,1400 N  GAFFEY                       ST,,33.757,-118.2923
231413127,06/27/2023 12:00:00 AM,06/26/2023 12:00:00 AM,1900,14,Pacific,1465,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510.0,,,,11800    JUNIETTE                     ST,,33.9869,-118.4022
230311397,05/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,1900,3,Southwest,395,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0417,21,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4200 S  HARVARD                      BL,,34.0073,-118.3068
231807102,03/03/2023 12:00:00 AM,03/02/2023 12:00:00 AM,2100,18,Southeast,1823,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510.0,,,,10100 S  SAN PEDRO                    ST,,33.9447,-118.2695
231710780,06/01/2023 12:00:00 AM,06/01/2023 12:00:00 AM,1315,17,Devonshire,1753,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 1414,0,M,W,403,DRUG STORE,,,IC,Invest Cont,442.0,,,,10100    MASON                        AV,,34.2536,-118.5798
230316334,09/09/2023 12:00:00 AM,09/08/2023 12:00:00 AM,2135,3,Southwest,303,2,624,BATTERY - SIMPLE ASSAULT,1822 0356 2021 1253 0910,38,F,H,801,MTA BUS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,ADAMS                        BL,LA BREA                      AV,34.0325,-118.3509
231715257,09/14/2023 12:00:00 AM,09/13/2023 12:00:00 AM,1700,17,Devonshire,1752,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
230609112,04/29/2023 12:00:00 AM,04/29/2023 12:00:00 AM,1800,6,Hollywood,636,2,946,OTHER MISCELLANEOUS CRIME,1402 1822,0,X,X,101,STREET,,,IC,Invest Cont,946.0,998.0,,,HIGHLAND,HOLLYWOOD,34.1016,-118.3387
231812026,06/16/2023 12:00:00 AM,06/16/2023 12:00:00 AM,1000,18,Southeast,1841,2,625,OTHER ASSAULT,1822 0448 1202 2021,65,F,B,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,500 W  IMPERIAL                     HY,,33.9367,-118.2871
230505148,01/31/2023 12:00:00 AM,01/30/2023 12:00:00 AM,1920,5,Harbor,525,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307,20,F,H,101,STREET,,,IC,Invest Cont,330.0,,,,400 N  WILMINGTON                   BL,,33.7735,-118.2737
230612522,07/16/2023 12:00:00 AM,07/15/2023 12:00:00 AM,1435,6,Hollywood,668,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0344 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,5500 W  SUNSET                       BL,,34.0981,-118.3092
231408484,04/13/2023 12:00:00 AM,04/13/2023 12:00:00 AM,2015,14,Pacific,1464,2,888,TRESPASSING,1501,34,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,12900    BLUFF CREEK                  DR,,33.9717,-118.4216
231414212,07/17/2023 12:00:00 AM,07/13/2023 12:00:00 AM,1208,14,Pacific,1409,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,3700    BAGLEY                       AV,,34.0277,-118.3968
231816500,09/15/2023 12:00:00 AM,08/18/2023 12:00:00 AM,1600,18,Southeast,1801,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1912 1803,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,800 W  93RD                         ST,,33.9519,-118.2893
230209570,04/23/2023 12:00:00 AM,04/16/2023 12:00:00 AM,2000,2,Rampart,201,2,946,OTHER MISCELLANEOUS CRIME,2000 1251 0337 0913 1814 0911 1501,22,F,H,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,946.0,,,,800 N  NORMANDIE                    AV,,34.0851,-118.3005
230607155,03/13/2023 12:00:00 AM,03/02/2023 12:00:00 AM,1845,6,Hollywood,679,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0385 0329,51,M,W,101,STREET,,,IC,Invest Cont,331.0,,,,900 N  KINGSLEY                     DR,,34.0863,-118.3019
230614580,08/30/2023 12:00:00 AM,08/29/2023 12:00:00 AM,835,6,Hollywood,638,2,624,BATTERY - SIMPLE ASSAULT,0378 1822 0416 0345 1266 0356 0400,28,M,B,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800 N  WESTERN                      AV,,34.1038,-118.3151
230209798,04/28/2023 12:00:00 AM,04/28/2023 12:00:00 AM,327,2,Rampart,299,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,44,F,H,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,1000 W  WASHINGTON                   BL,,34.0407,-118.2766
231804515,01/09/2023 12:00:00 AM,01/09/2023 12:00:00 AM,640,18,Southeast,1871,1,210,ROBBERY,1300 0344 0342 0432 0302 1822 0334 0209,36,M,H,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,210.0,,,,600 W  ROSECRANS                    AV,,33.9019,-118.2853
231707011,03/16/2023 12:00:00 AM,03/16/2023 12:00:00 AM,1009,17,Devonshire,1701,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,AA,Adult Arrest,343.0,,,,19900    RINALDI                      ST,,34.2753,-118.5681
232107516,03/28/2023 12:00:00 AM,03/12/2023 12:00:00 AM,1300,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1202 0344,69,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,6100    TOPANGA CANYON               BL,,34.1811,-118.6059
231713043,07/23/2023 12:00:00 AM,07/22/2023 12:00:00 AM,1205,17,Devonshire,1779,2,624,BATTERY - SIMPLE ASSAULT,0500 0913 1501,19,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9100    HASKELL                      AV,,34.2356,-118.4763
231308063,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,1715,13,Newton,1321,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1810 0446,22,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 E  25TH                         ST,,34.0253,-118.267
230406769,03/26/2023 12:00:00 AM,03/25/2023 12:00:00 AM,2100,4,Hollenbeck,461,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,4TH                          ST,PECAN                        ST,34.043,-118.2217
232005299,02/01/2023 12:00:00 AM,02/01/2023 12:00:00 AM,1630,20,Olympic,2049,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0329 1609,56,M,K,108,PARKING LOT,,,IC,Invest Cont,330.0,,,,2800 W  8TH                          ST,,34.0578,-118.2869
231715044,09/10/2023 12:00:00 AM,09/09/2023 12:00:00 AM,1125,17,Devonshire,1782,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,48,M,A,108,PARKING LOT,,,IC,Invest Cont,740.0,,,,8800    CORBIN                       AV,,34.2302,-118.5623
231506036,02/18/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1220,15,N Hollywood,1505,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,11600    VALERIO                      ST,,34.2048,-118.3845
232109677,05/29/2023 12:00:00 AM,05/29/2023 12:00:00 AM,1030,21,Topanga,2161,1,320,"BURGLARY, ATTEMPTED",0314 0206 0216,39,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,933.0,,,5900    VISTA DE LA LUZ,,34.1775,-118.6673
231000768,07/05/2023 12:00:00 AM,07/05/2023 12:00:00 AM,1450,10,West Valley,1049,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0400 1822 0408 0416 1414,21,F,H,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,6000    WOODLEY                      AV,,34.1761,-118.4782
230407580,04/20/2023 12:00:00 AM,04/20/2023 12:00:00 AM,1930,4,Hollenbeck,467,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0446,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,2800 E  3RD                          ST,,34.0393,-118.2064
231007268,03/26/2023 12:00:00 AM,03/26/2023 12:00:00 AM,328,10,West Valley,1027,1,648,ARSON,1501,56,F,H,501,SINGLE FAMILY DWELLING,506.0,FIRE,IC,Invest Cont,648.0,,,,6800    SHOSHONE                     AV,,34.1939,-118.5163
231808104,03/25/2023 12:00:00 AM,03/24/2023 12:00:00 AM,2145,18,Southeast,1824,1,210,ROBBERY,0330 0344 0355 0342 0216 0209 1310 0334 0302 0432,43,F,B,101,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,510.0,,,97TH                         ST,AVALON                       BL,33.9483,-118.2652
231218626,08/30/2023 12:00:00 AM,08/30/2023 12:00:00 AM,1905,12,77th Street,1268,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0411 0445 1402,0,X,X,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230.0,,,,100 W  85TH                         PL,,33.9608,-118.2739
231404953,01/25/2023 12:00:00 AM,01/25/2023 12:00:00 AM,1522,14,Pacific,1431,1,220,ATTEMPTED ROBBERY,0325 0945 1822 0446 1420 0400,0,X,X,405,CLOTHING STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,600    OCEAN FRONT,,33.9872,-118.4739
231108012,04/18/2023 12:00:00 AM,04/17/2023 12:00:00 AM,2310,11,Northeast,1195,2,624,BATTERY - SIMPLE ASSAULT,0416 1266 0400,56,M,H,714,DODGER STADIUM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
231219499,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,650,12,77th Street,1233,1,330,BURGLARY FROM VEHICLE,1612 0344,38,F,H,102,SIDEWALK,,,IC,Invest Cont,330.0,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
231305189,01/24/2023 12:00:00 AM,01/19/2023 12:00:00 AM,100,13,Newton,1383,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510.0,,,,6100 S  BROADWAY,,33.9842,-118.2783
231401039,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,1800,14,Pacific,1479,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1810 0913 0508 0416 1402,62,M,H,101,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,230.0,998.0,,,5500 W  79TH                         ST,,33.9647,-118.3753
231914291,09/18/2023 12:00:00 AM,09/18/2023 12:00:00 AM,416,19,Mission,1995,1,310,BURGLARY,1402 1602 0397 1609 1822 0344 0216 0206,0,,,202,LIQUOR STORE,,,IC,Invest Cont,310.0,998.0,,,7900    VAN NUYS                     BL,,34.2143,-118.4488
230607598,03/24/2023 12:00:00 AM,03/22/2023 12:00:00 AM,120,6,Hollywood,666,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344 1822,32,M,H,108,PARKING LOT,,,IC,Invest Cont,420.0,,,,6400    LEXINGTON                    AV,,34.0925,-118.3288
230106566,02/07/2023 12:00:00 AM,02/07/2023 12:00:00 AM,1215,1,Central,152,1,210,ROBBERY,1218 2004 0344 0416 0429 1822,30,M,O,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,5TH                          ST,OLIVE,34.0495,-118.2528
231514356,09/03/2023 12:00:00 AM,09/03/2023 12:00:00 AM,2230,15,N Hollywood,1591,1,310,BURGLARY,0344,41,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11300    DONA DOROTEA                 DR,,34.1273,-118.3803
231707351,03/27/2023 12:00:00 AM,01/29/2023 12:00:00 AM,1400,17,Devonshire,1794,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344,43,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,668.0,,,,8600    WILBUR                       AV,,34.2264,-118.5449
230316146,08/30/2023 12:00:00 AM,08/14/2023 12:00:00 AM,1,3,Southwest,301,2,354,THEFT OF IDENTITY,0100 0922 0930,26,M,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2500 S  GENESEE                      AV,,34.0345,-118.3696
231906019,02/16/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1159,19,Mission,1959,2,624,BATTERY - SIMPLE ASSAULT,0447 0913 1817,25,M,H,157,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,13900    VAN NUYS                     BL,,34.2563,-118.4355
